#,Word 1,Word 2,Pos,Frq,Type,Level,s1,r1,s2,r2,s3,r3,s4,r4,s5,r5,s6,r6,s7,r7,s8,r8,s9,r9,s10,r10,s11,r11
1213,ifodalan,tasvirlan,VERB,5,syn,low,6,7,9,10,8,9,8,8,7,8,9,9,8,10,7,8,6,8,8,7,5,7
1214,to'qnashtir,yo'liqtir,VERB,5,syn,low,2,3,6,8,5,5,3,4,8,9,7,7,4,5,2,4,3,5,7,8,3,6
1215,yasantir,bezantir,VERB,5,syn,low,8,9,8,9,8,9,8,8,7,9,10,10,8,9,9,9,8,8,9,10,9,9
1216,aynigan,achigan,VERB,4,syn,low,4,9,7,9,8,8,7,6,8,8,8,9,6,8,7,8,6,7,5,6,8,9
1217,chanqa,suvsira,VERB,4,syn,low,9,9,10,10,9,10,9,10,9,10,8,8,7,8,9,10,9,9,8,6,6,8
1218,suyuntir,quvontir,VERB,4,syn,low,9,10,8,10,9,9,9,10,8,9,9,9,9,10,10,10,8,8,8,8,7,9
1219,taltaytir,erkalat,VERB,4,syn,low,6,8,9,9,8,8,8,8,8,9,7,8,10,10,6,7,9,9,7,8,3,9
1220,topishtir,uchrashtir,VERB,4,syn,oov,2,5,4,6,4,5,4,7,4,5,8,9,1,5,3,6,1,3,0,2,3,5
1221,hayalla,kechik,VERB,3,syn,low,4,6,7,8,6,7,6,7,6,8,8,8,5,7,3,7,3,6,8,8,8,8
1222,mavjlantir,to'lqinlantir,VERB,3,syn,low,8,9,9,9,8,9,5,7,9,9,8,8,9,10,6,7,8,9,2,8,7,8
1224,tayanib,asoslanib,VERB,3,syn,low,4,7,7,7,6,7,8,8,5,5,8,8,7,8,3,6,7,8,0,8,6,7
1226,yumalat,dumalat,VERB,3,syn,low,6,8,8,9,6,8,7,8,6,7,8,10,7,8,6,9,3,5,8,9,6,7
1227,bulg'at,tuzg'it,VERB,2,syn,low,9,9,6,7,6,7,5,6,6,7,7,6,7,8,3,6,3,5,2,8,8,8
1228,chuvalashtir,chalkashtir,VERB,2,syn,low,5,7,7,8,7,8,8,9,8,7,8,9,8,9,7,9,8,9,8,6,8,9
1229,ildamlat,jadallat,VERB,2,syn,low,6,9,8,9,8,8,6,7,6,8,9,9,8,9,6,7,3,6,9,7,6,8
1230,jimirlat,seskantir,VERB,2,syn,low,7,8,6,6,6,7,3,6,2,5,7,8,4,6,6,8,6,7,5,4,7,8
1231,kovlashtir,qazishtir,VERB,2,syn,low,8,8,4,6,4,7,6,7,9,9,8,8,8,9,5,8,4,6,5,7,7,8
1232,mushtlash,janjallash,VERB,2,syn,low,3,7,8,9,7,8,6,8,8,8,7,8,4,7,4,7,3,5,6,8,5,8
1233,ozaytir,kamaytir,VERB,2,syn,low,7,8,9,9,8,9,7,8,7,8,9,9,6,8,8,9,5,9,8,6,7,9
1234,qidirtir,izlattir,VERB,2,syn,low,9,9,7,9,9,8,9,9,8,9,9,9,9,10,9,10,9,10,9,9,3,7
1235,uymalash,to'plash,VERB,2,syn,low,3,6,4,6,6,8,6,7,6,8,5,7,7,9,6,7,7,8,3,6,6,6
1236,xo'rlangan,kamsitilgan,VERB,2,syn,oov,9,9,7,8,8,9,9,9,8,8,8,9,3,5,8,10,4,5,9,8,7,8
1237,zo'raytir,kuchaytir,VERB,2,syn,low,8,10,6,8,8,8,6,7,5,6,9,10,3,6,6,8,8,8,6,6,8,8
1238,changallab,ushlab,VERB,1,syn,low,2,5,4,8,5,6,8,9,6,7,8,9,3,5,2,4,3,4,2,9,3,8
1239,hayiqtir,cho'chit,VERB,1,syn,low,8,9,9,9,7,7,9,9,6,8,3,6,4,6,4,6,3,4,8,8,5,7
1240,hurpaytir,chishirish,VERB,1,syn,low,4,5,8,8,7,8,7,7,6,7,2,8,4,6,3,5,4,4,3,5,4,6
1241,inontir,ishontir,VERB,1,syn,low,9,9,10,10,9,9,10,10,8,8,9,9,9,10,9,10,8,9,8,7,9,9
1243,ivirsit,to'zg'itish,VERB,1,syn,oov,8,9,9,10,4,6,7,8,6,6,7,7,8,9,4,7,3,5,4,6,3,8
1244,kavshan,tamshan,VERB,1,syn,low,8,9,9,9,4,6,8,9,8,8,7,7,3,5,7,9,6,6,6,8,6,8
1245,pichirlash,shivirlash,VERB,1,syn,low,6,10,9,10,7,9,8,9,6,9,7,8,10,10,8,9,6,10,4,9,8,9
1246,qayishtir,egiltir,VERB,1,syn,low,8,9,9,9,6,7,7,8,5,6,7,8,7,8,6,8,4,6,6,8,8,8
1247,sergaklan,xushyor bo'l,VERB,1,syn,low,5,9,7,7,7,8,5,7,7,8,8,9,7,8,9,10,9,9,5,8,8,9
1248,so'zlashtir,suhbatlashtir,VERB,1,syn,low,7,9,9,10,7,9,7,8,6,7,7,8,5,9,6,9,7,9,6,10,2,6
1249,yaraqlat,yaltirat,VERB,1,syn,low,8,9,7,9,8,9,6,8,8,10,8,9,7,9,6,8,6,10,2,8,8,8
1250,ziynatlantir,bezantir,VERB,1,syn,low,4,6,8,8,7,8,9,9,6,8,9,10,9,9,5,7,8,8,8,8,8,9
1251,yaqin,uzoq,ADJ,18342,ant,high,0,10,0,8,0,8,0,10,0,9,2,10,1,9,0,8,0,9,2,8,1,8
1252,maxalliy,xorijiy,ADJ,7484,ant,oov2,1,7,1,8,1,9,0,7,1,6,1,9,1,9,0,6,0,6,2,6,1,9
1254,bo'sh,to'la,ADJ,2378,ant,high,0,8,1,9,0,8,9,9,2,9,0,8,1,8,1,8,0,10,3,6,3,8
1255,eski,yangi,ADJ,1786,ant,high,0,9,1,10,0,9,0,9,0,9,2,10,0,2,1,9,0,9,6,8,1,9
1256,qimmatbaxo,arzon,ADJ,1155,ant,oov2,0,9,1,9,1,8,0,10,0,9,8,9,1,9,0,10,0,10,2,5,1,8
1257,sovuq,issiq,ADJ,1030,ant,high,0,9,0,10,0,9,0,9,0,9,1,9,1,10,0,10,0,10,1,10,1,10
1258,ko'hna,yangi,ADJ,863,ant,high,0,10,0,9,0,9,0,9,0,8,1,9,0,2,8,10,0,9,2,6,1,8
1259,navqiron,nuroniy,ADJ,846,ant,high,1,8,0,9,0,7,1,8,0,7,0,8,2,2,1,5,0,7,2,9,3,6
1260,uzun,qisqa,ADJ,830,ant,high,0,9,0,8,1,8,0,8,0,8,1,9,1,7,1,9,0,8,2,7,6,6
1261,halol,harom,ADJ,781,ant,high,0,10,0,9,1,10,1,9,0,9,2,9,1,9,1,9,0,10,7,8,1,9
1262,chap,o'ng,ADJ,728,ant,high,1,9,0,10,1,9,0,9,2,10,0,2,1,8,1,9,0,9,2,7,6,6
1263,sodda,murakkab,ADJ,718,ant,high,2,7,1,9,0,8,0,9,0,9,1,9,0,10,1,7,0,6,0,8,3,6
1264,vaqtincha,doimiy,ADJ,633,ant,high,4,9,0,8,1,7,1,8,0,7,1,5,1,6,1,7,0,5,2,9,4,8
1265,jasur,qo'rqoq,ADJ,628,ant,high,0,9,1,8,0,9,0,9,0,9,2,10,1,9,0,8,0,9,2,7,1,9
1266,gavjum,siyrak,ADJ,624,ant,high,0,8,0,9,0,9,1,9,0,7,2,10,0,7,1,9,0,8,2,7,3,8
1267,tekis,egri,ADJ,402,ant,high,1,6,1,9,0,7,0,8,0,9,0,8,1,5,0,5,0,5,2,9,5,8
1268,badavlat,miskin,ADJ,219,ant,high,0,8,0,9,0,8,0,6,2,8,2,9,0,0,1,9,1,6,1,1,1,8
1270,yupqa,qalin,ADJ,177,ant,high,0,9,0,7,0,7,1,6,0,8,2,8,2,6,1,9,1,6,8,6,6,8
1271,o'lik,tirik,ADJ,173,ant,high,2,9,0,10,0,10,0,10,0,9,0,2,1,9,0,10,0,10,8,6,1,9
1272,hayoli,behayo,ADJ,169,ant,high,1,9,1,9,0,9,0,8,0,9,0,2,2,10,1,10,0,9,2,6,5,8
1273,zerikarli,qiziqarli,ADJ,161,ant,high,0,9,0,9,2,8,0,9,0,9,1,8,1,10,0,10,0,9,2,8,1,9
1274,harom,halol,ADJ,127,ant,high,0,10,0,10,0,10,0,10,0,10,1,9,1,10,3,10,0,10,1,10,6,8
1275,kalta,uzun,ADJ,123,ant,high,1,9,1,10,0,9,0,9,0,8,1,9,0,8,1,7,1,8,2,8,1,9
1276,notinch,osoyishta,ADJ,106,ant,high,1,10,1,10,0,8,0,8,0,9,1,9,1,8,0,8,0,10,3,8,1,9
1277,nopok,pokiza,ADJ,97,ant,high,2,9,0,9,0,8,0,9,2,8,0,9,1,7,0,9,0,9,1,10,6,8
1278,yaltiroq,xira,ADJ,93,ant,high,1,5,1,9,1,7,1,8,0,8,2,2,1,7,1,4,0,6,8,9,2,6
1279,mayda,yirik,ADJ,87,ant,high,0,6,1,9,0,8,1,6,1,8,2,8,2,7,1,6,0,6,2,7,1,8
1280,musbat,manfiy,ADJ,86,ant,high,1,9,0,9,0,10,1,9,1,9,2,2,0,10,0,9,1,9,2,9,1,9
1281,nosoz,soz,ADJ,86,ant,high,1,6,1,8,0,6,1,9,0,9,1,9,2,10,1,9,0,10,6,4,1,8
1282,saxiy,xasis,ADJ,85,ant,high,0,9,0,10,0,9,0,8,0,8,2,9,1,10,1,5,0,9,8,10,1,9
1283,shaffof,xira,ADJ,85,ant,high,0,6,1,9,1,8,1,7,0,8,2,9,1,8,3,6,0,6,2,6,1,8
1284,kamtar,manman,ADJ,83,ant,high,0,10,0,10,0,8,0,9,1,8,1,9,1,10,0,7,0,10,6,6,1,9
1285,beshafqat,rahmdil,ADJ,61,ant,high,1,9,1,8,0,9,0,7,0,8,1,9,0,9,1,5,0,6,2,8,6,8
1286,qo'rqoq,jasur,ADJ,58,ant,high,1,9,1,10,0,9,0,10,0,9,0,2,1,10,0,9,0,10,1,10,1,9
1287,shohona,g'aribona,ADJ,46,ant,med,1,7,0,9,0,9,0,9,0,8,1,9,1,8,1,7,0,6,2,7,1,8
1288,nimjon,kuchli,ADJ,33,ant,med,0,8,1,8,1,8,0,7,0,6,1,9,1,8,1,8,0,10,0,8,1,9
1289,keraksiz,muhim,ADJ,29,ant,med,0,6,0,8,0,8,0,5,6,7,2,9,2,6,1,4,0,3,0,5,1,7
1290,taqchil,yetarli,ADJ,29,ant,med,0,7,0,9,0,8,1,8,0,6,0,2,0,3,0,6,0,6,6,8,1,9
1291,bexavotir,tashvishli,ADJ,24,ant,med,1,9,0,9,1,8,1,8,2,8,1,9,1,6,1,3,0,8,2,8,1,9
1292,kamsuqum,kibrli,ADJ,24,ant,med,1,8,0,10,0,8,0,9,2,8,1,8,1,8,1,5,0,9,2,8,6,8
1293,boshpanasiz,uyli,ADJ,23,ant,med,0,6,0,8,0,7,0,7,2,8,1,8,1,6,0,6,0,6,2,8,3,8
1294,horg'in,tetik,ADJ,21,ant,med,1,9,1,9,1,8,1,9,0,9,2,10,2,8,0,8,0,8,2,6,1,8
1295,harir,dag'al,ADJ,20,ant,med,1,10,9,9,0,9,0,7,0,9,2,8,2,7,0,4,0,6,2,8,2,2
1296,mazali,bemaza,ADJ,19,ant,med,1,8,0,9,0,8,0,8,0,8,1,9,2,10,0,10,0,10,2,8,1,9
1297,noinsof,insofli,ADJ,19,ant,med,0,9,1,9,1,8,0,8,0,9,1,9,2,10,9,10,0,10,8,6,1,9
1298,odmi,oddiy,ADJ,19,ant,med,9,10,6,6,4,6,3,5,4,7,7,9,4,5,1,3,2,4,2,2,3,5
1299,oriq,semiz,ADJ,19,ant,med,0,8,0,8,1,8,1,7,0,9,1,9,2,10,0,10,0,10,0,8,1,9
1300,sadoqatli,bevafo,ADJ,19,ant,med,0,9,1,9,1,9,1,9,0,10,2,2,0,10,0,9,1,9,2,4,1,9
1301,burro,kamgap,ADJ,18,ant,med,0,5,0,9,0,8,0,8,0,6,0,8,1,5,0,3,0,5,2,8,1,9
1302,xotamtoy,xasis,ADJ,18,ant,oov2,0,9,0,9,0,9,0,8,0,8,1,9,1,7,0,7,0,6,2,8,3,8
1303,sershovqin,tinch,ADJ,13,ant,med,1,8,0,8,0,8,1,8,0,9,1,9,1,5,1,4,0,8,8,9,0,9
1304,sertashvish,betashvish,ADJ,13,ant,med,1,10,0,9,0,8,0,7,2,8,2,10,2,10,0,5,1,9,2,6,6,8
1305,tayinli,betayin,ADJ,13,ant,med,4,9,1,8,1,8,0,7,0,7,1,9,1,10,0,9,0,8,2,6,3,8
1306,beziyon,zararli,ADJ,12,ant,med,0,8,0,8,0,8,0,8,2,8,1,9,1,8,1,6,0,8,1,7,3,7
1307,dardmand,salomat,ADJ,12,ant,med,0,8,0,8,0,9,0,8,2,8,0,2,1,9,1,10,0,8,6,8,1,10
1308,keskir,o'tmas,ADJ,11,ant,med,0,9,0,8,1,8,1,9,0,8,0,2,1,9,1,7,1,10,2,8,1,9
1309,mo'rt,mustahkam,ADJ,11,ant,med,2,8,0,7,1,9,1,7,1,9,1,8,1,6,1,7,2,6,2,6,1,8
1310,paxlavon,qo'rqoq,ADJ,11,ant,med,1,9,0,9,1,7,0,7,0,9,0,2,1,7,0,7,1,6,2,6,1,9
1311,yumuq,ochiq,ADJ,11,ant,med,0,9,0,9,0,8,2,8,2,8,1,9,1,10,0,10,0,8,2,8,3,6
1312,berahm,rahmdil,ADJ,10,ant,med,1,9,0,8,1,8,0,8,0,9,2,9,1,9,1,10,0,9,2,7,6,8
1313,zararsiz,zararli,ADJ,10,ant,med,1,9,1,7,1,8,0,9,0,9,1,9,2,9,0,10,0,10,2,6,2,9
1314,adolatsiz,odil,ADJ,9,ant,med,0,8,1,9,0,9,0,8,0,9,1,9,2,10,0,9,0,10,8,6,1,9
1315,aqlsiz,aqlli,ADJ,9,ant,med,0,9,0,9,1,8,0,10,2,8,0,2,1,10,0,10,0,9,2,8,4,6
1316,arzimas,arzigulik,ADJ,9,ant,med,1,9,0,8,1,8,0,9,2,8,0,2,2,10,0,10,0,8,2,8,2,9
1223,qayir,buk,VERB,3,syn,low,8,9,6,8,6,6,8,9,6,5,8,9,8,9,4,9,6,8,10,9,7,8
1242,irg'at,otish,VERB,1,syn,low,4,7,5,7,6,9,8,8,6,7,8,9,8,9,4,6,3,5,5,7,6,8
1269,xorijiy,mamlakat,ADJ,190,ant,oov2,0,7,1,9,1,6,1,8,0,6,1,9,0,2,0,7,1,6,6,8,3,7
1225,to'zit,tayanib,VERB,3,ant,low,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,2,0,1,1,2,0,1
1318,daroz,kalta,ADJ,9,ant,med,0,4,0,10,0,7,0,4,0,5,1,9,2,10,2,4,0,4,2,6,7,8
1319,ezma,kamgap,ADJ,9,ant,med,0,6,0,9,1,7,0,8,1,7,2,9,1,4,0,7,0,6,4,7,1,6
1320,totli,bemaza,ADJ,9,ant,med,0,7,0,8,1,8,0,7,0,7,2,10,2,10,2,8,0,8,8,8,1,8
1321,hayosiz,iboli,ADJ,8,ant,med,3,9,0,9,0,8,1,9,1,9,1,9,2,9,0,9,0,9,8,2,1,9
1322,uyushqoq,tarqoq,ADJ,8,ant,med,1,9,2,9,1,7,0,9,0,9,1,9,2,6,0,9,0,9,2,6,1,9
1323,vaznli,yengil,ADJ,8,ant,med,4,9,1,8,2,6,3,5,3,6,2,7,3,5,2,6,2,4,3,6,3,6
1324,besaranjom,tartibli,ADJ,7,ant,med,0,8,0,8,0,8,0,9,2,8,0,2,2,8,1,6,2,8,2,9,1,8
1325,sernam,quruq,ADJ,7,ant,med,1,9,1,9,1,6,1,8,0,9,1,9,0,6,0,7,0,6,2,7,6,8
1326,sustkash,xarakatchan,ADJ,7,ant,med,0,9,0,8,0,8,0,10,0,7,0,2,2,10,0,9,0,9,1,6,1,8
1327,axloqsiz,odobli,ADJ,6,ant,med,0,7,0,9,1,8,0,7,2,8,2,9,0,2,0,10,0,7,2,6,1,9
1328,beor,nomusli,ADJ,6,ant,med,0,8,2,9,1,7,0,9,1,9,2,9,0,2,0,10,0,10,0,2,1,8
1329,gunohsiz,gunohkor,ADJ,1,ant,low,1,9,0,8,1,8,0,9,0,9,0,2,1,6,1,9,0,9,2,6,3,6
1330,ishtiyoqsiz,qiziqqon,ADJ,1,ant,low,0,7,0,9,2,8,0,9,0,8,1,7,1,7,0,8,2,9,2,2,6,6
1331,nosog',sog'lom,ADJ,1,ant,low,0,8,0,9,1,8,1,7,0,9,1,9,2,7,0,5,0,7,2,8,1,10
1332,oriyatli,g'urursiz,ADJ,1,ant,low,1,7,0,9,0,7,1,7,0,7,0,2,1,9,0,10,0,8,1,10,1,8
1333,orsiz,nomusli,ADJ,1,ant,low,0,8,1,8,1,7,0,9,2,8,2,2,2,10,0,6,2,9,2,7,1,9
1334,qiltiriq,semiz,ADJ,1,ant,low,1,6,0,9,1,8,0,6,1,7,1,9,2,2,0,8,0,6,2,8,2,5
1335,sabrsiz,sabrli,ADJ,1,ant,low,1,9,1,10,0,9,0,9,0,9,1,9,0,2,0,10,0,10,8,6,1,8
1336,toqatli,sabrsiz,ADJ,1,ant,low,0,8,1,9,1,7,0,7,2,8,0,2,6,7,0,6,4,7,2,8,1,8
1337,unumsiz,unumdor,ADJ,1,ant,low,1,9,1,9,0,9,2,8,0,9,0,2,1,9,0,9,0,8,2,7,1,9
1338,uyatsiz,uyatchan,ADJ,1,ant,low,1,9,1,9,1,9,0,9,9,9,1,5,1,8,0,7,0,6,8,6,6,6
1339,yangi,eski,ADJ,1,ant,low,0,9,1,9,0,8,0,8,0,8,1,9,2,10,0,10,0,9,8,8,1,9
1340,ijobiy,salbiy,NOUN,4131,ant,high,0,9,2,9,1,8,0,10,1,9,2,9,1,10,0,10,0,10,2,7,1,9
1341,boshlang'ich,oxirgi,NOUN,3175,ant,high,0,7,0,8,1,7,0,7,2,8,1,8,0,8,0,7,0,8,1,7,1,9
1342,urush,tinchlik,NOUN,2998,ant,high,1,8,0,9,0,9,0,9,2,8,2,9,1,10,0,6,0,8,1,9,1,9
1343,ajdod,avlod,NOUN,1982,ant,high,3,9,1,9,1,9,1,9,1,9,4,10,0,2,2,10,0,9,2,7,1,9
1344,yoshlik,qarilik,NOUN,1640,ant,high,1,9,0,9,0,8,1,9,2,8,1,9,2,10,0,10,2,9,2,7,1,9
1345,yaxshilash,yomonlash,VERB,1560,ant,high,0,9,0,9,0,9,1,9,0,9,2,8,1,10,0,10,0,10,2,7,6,8
1346,qiyinchilik,osonlik,NOUN,1505,ant,high,0,9,1,9,0,9,2,7,0,9,2,8,2,10,1,10,0,9,8,6,1,9
1347,o'tmish,kelajak,NOUN,1476,ant,high,2,8,0,8,0,7,0,10,1,9,2,9,2,10,0,10,0,10,8,8,6,6
1348,mag'lubiyat,g'alaba,NOUN,1383,ant,high,0,9,0,10,0,9,1,9,0,10,1,9,1,10,0,10,0,10,0,10,1,9
1349,tushish,yuqorilash,VERB,1337,ant,high,0,6,0,4,0,5,1,5,1,6,1,8,1,9,1,8,1,6,0,0,1,9
1350,ajratish,birlashtirish,VERB,1268,ant,high,1,8,0,8,1,7,2,8,1,9,1,9,2,10,1,7,0,8,2,6,1,9
1351,xastalik,sog'lik,NOUN,1262,ant,high,0,9,0,10,0,8,0,9,0,8,1,9,0,2,0,9,0,6,1,9,1,8
1352,sayyoh,qo'nim,NOUN,1231,ant,high,3,4,0,7,1,5,1,5,3,5,1,7,2,10,1,4,0,6,2,2,2,7
1353,import,eksport,NOUN,1140,ant,high,0,10,0,10,2,9,2,8,0,9,1,9,1,10,0,10,0,10,8,6,6,6
1354,ezgulik,razillik,NOUN,1096,ant,high,0,7,0,9,1,8,0,7,0,9,0,2,0,2,0,5,0,10,2,2,1,9
1355,issiqlik,sovuqlik,NOUN,1089,ant,high,0,9,1,10,0,9,1,8,0,9,2,9,1,9,0,10,0,10,2,8,1,9
1356,yuksalish,inqoroz,NOUN,1037,ant,high,0,9,0,9,1,7,1,8,2,8,2,9,1,10,2,6,0,7,2,5,1,8
1357,zarurat,kerakmas,NOUN,985,ant,high,0,6,0,7,0,7,0,7,0,7,1,9,2,8,1,6,0,6,2,7,1,9
1358,mezbon,mehmon,NOUN,966,ant,high,0,10,1,10,2,9,1,8,0,9,7,4,2,9,0,10,0,10,2,8,1,8
1359,muvozanat,beqaror,NOUN,775,ant,high,1,7,1,8,1,8,0,3,1,8,8,8,2,10,1,7,0,6,6,5,1,8
1360,insonparvarlik,zulm,NOUN,720,ant,high,1,3,0,9,1,3,6,7,0,6,2,9,6,7,0,6,1,3,0,6,1,7
1361,tavallud,vafot,NOUN,706,ant,high,0,10,1,10,0,9,2,8,0,10,1,8,0,9,0,10,0,9,2,6,1,10
1362,totuvlik,nizoli,NOUN,695,ant,high,1,8,0,6,0,8,0,9,0,7,2,8,1,6,1,6,0,6,1,8,1,9
1363,rozilik,qarshilik,NOUN,673,ant,high,0,9,0,8,1,8,1,9,0,9,0,2,1,10,0,10,0,8,2,8,1,8
1364,aniqlik,noaniqlik,NOUN,613,ant,high,0,9,0,10,0,9,0,8,0,9,1,8,1,8,0,10,0,9,2,6,1,9
1365,yorug'lik,qorong'ulik,NOUN,576,ant,high,1,9,0,8,0,9,1,8,0,10,1,9,2,9,0,9,0,9,0,10,3,6
1366,qariya,yosh,NOUN,545,ant,high,1,10,0,9,1,8,3,8,1,8,1,7,1,10,0,9,0,7,8,6,1,7
1367,kengayish,torayish,NOUN,525,ant,high,1,9,0,9,2,8,2,7,0,8,2,9,1,9,0,10,0,7,2,8,1,9
1368,mehnatkash,dangasa,NOUN,498,ant,high,1,9,1,9,1,7,0,8,0,8,1,9,1,4,1,6,0,4,2,6,1,9
1369,pasayish,o'sish,VERB,470,ant,high,1,9,0,9,0,9,0,9,0,9,0,8,0,8,0,10,0,8,1,9,6,8
1370,yo'qotish,topish,VERB,467,ant,high,1,10,1,9,1,8,0,9,0,9,2,9,1,7,0,10,2,9,2,8,5,7
1371,tarqatuvchi,yig'uvchi,NOUN,440,ant,high,1,6,1,9,0,7,0,9,0,8,0,2,2,6,1,8,0,6,2,6,1,8
1372,birikma,ajralma,NOUN,416,ant,high,8,8,0,9,0,8,0,6,2,8,1,7,2,6,1,8,0,8,6,6,6,6
1373,tabassum,yig'lash,VERB,404,ant,high,0,6,0,8,1,7,1,7,0,7,1,9,1,6,1,9,0,7,8,10,6,8
1374,tugatish,boshlash,VERB,401,ant,high,1,9,0,9,0,8,0,8,0,9,2,2,1,10,0,10,0,10,2,7,6,8
1375,yomonlik,yaxshilik,NOUN,389,ant,high,1,9,0,8,0,9,1,9,2,8,0,2,1,10,0,10,2,10,2,8,1,8
1376,isitish,sovitish,VERB,387,ant,high,2,9,0,9,1,7,0,9,0,9,2,9,0,2,0,10,0,9,2,6,1,8
1377,uyg'onish,uxlash,VERB,386,ant,high,1,9,0,10,0,8,0,8,0,9,1,9,1,9,0,10,0,8,2,6,1,9
1378,uyushqoqlik,torqoqlik,NOUN,384,ant,high,3,8,0,10,0,7,2,8,0,8,2,9,1,9,0,6,2,9,2,6,1,9
1380,shodlik,qayg'u,NOUN,371,ant,high,0,8,0,8,1,9,0,9,2,8,2,8,0,2,1,7,0,9,2,8,4,9
1381,xujumchi,himoyachi,NOUN,368,ant,oov2,0,9,0,9,1,9,0,8,2,9,1,9,1,8,0,9,0,9,8,8,1,8
1382,ishsizlik,bandlik,NOUN,362,ant,high,0,9,0,9,0,9,0,10,0,9,2,9,1,8,0,7,6,7,1,7,1,9
1383,yaqinlik,uzoqlik,NOUN,361,ant,high,0,9,0,10,1,9,0,8,0,8,1,9,1,10,0,10,0,9,8,6,1,9
1384,uchish,qo'nish,VERB,360,ant,high,0,10,0,10,0,9,0,9,0,9,1,9,1,10,0,10,0,9,2,10,6,9
1385,tuzatish,buzish,VERB,352,ant,high,0,7,0,8,0,9,0,7,0,9,2,10,0,9,0,7,0,8,2,6,1,9
1386,tanazzul,yuksalish,VERB,301,ant,high,0,9,0,8,1,8,1,7,0,9,1,9,1,8,0,9,0,8,2,8,6,9
1387,yovuzlik,ezgulik,NOUN,216,ant,high,0,10,1,10,0,8,1,8,0,9,1,9,0,2,0,10,0,10,2,6,1,9
1388,beparvolik,e'tiborlilik,NOUN,154,ant,high,0,9,1,10,0,8,0,7,2,9,0,8,1,8,1,10,0,7,2,6,7,8
1389,momiq,dag'al,NOUN,98,ant,high,1,9,0,8,0,9,1,8,0,9,2,8,0,0,1,6,0,7,3,6,2,3
1390,parchalanish,birlashish,VERB,98,ant,high,3,9,0,6,0,8,0,7,2,7,1,9,1,9,2,6,0,6,1,6,1,9
1391,maxzun,xushchaqchaq,NOUN,91,ant,oov2,1,7,0,8,1,6,1,7,0,6,2,10,1,9,0,7,2,9,2,8,2,8
1392,keksalik,yoshlik,NOUN,89,ant,high,1,10,0,8,1,9,0,9,2,9,1,9,1,8,0,10,2,9,1,9,6,6
1393,chaqqonlik,sustkashlik,NOUN,83,ant,high,0,7,1,9,0,8,0,9,1,9,1,7,1,8,1,6,0,7,2,6,1,8
1394,dushmanlik,do'stlik,NOUN,62,ant,high,1,9,0,9,0,8,0,8,0,10,1,8,2,10,0,10,0,10,8,8,3,9
1395,jahannam,jannat,NOUN,49,ant,med,1,10,0,10,0,9,0,10,0,10,1,9,0,10,0,10,0,10,0,10,1,9
1396,jilmayish,xo'mrayish,NOUN,32,ant,med,1,6,1,8,0,8,0,8,0,7,2,10,1,6,1,9,0,7,2,7,6,8
1397,faqirlik,boylik,NOUN,18,ant,med,2,9,3,8,1,5,1,8,2,8,2,9,1,10,0,6,0,9,6,8,1,9
1398,noshukurchilik,qanoatlilik,NOUN,2,ant,oov,1,9,0,9,1,8,0,7,8,10,1,9,0,2,1,5,2,9,2,7,3,6
1399,bemajollik,tetiklik,NOUN,1,ant,low,4,6,1,8,1,7,1,9,1,7,1,8,4,8,0,9,5,7,2,5,3,6
1400,yakunlan,boshlash,VERB,1781,ant,high,1,9,1,9,0,8,0,9,0,8,0,9,2,9,0,10,0,9,6,8,6,8
1401,jo'nat,qabul qil,VERB,1622,ant,high,0,8,1,7,0,8,1,9,0,8,2,10,2,6,1,10,0,9,6,7,1,9
1402,orttir,kamaytir,VERB,1095,ant,high,1,10,0,9,0,9,0,8,2,8,8,9,2,9,1,10,0,6,2,7,1,8
1403,boshlash,tugatish,VERB,618,ant,high,1,9,0,10,1,9,0,9,2,8,2,9,0,9,0,10,2,9,2,8,1,10
1404,tezlashtir,sekinlashtir,VERB,396,ant,high,0,9,0,8,1,8,0,8,2,8,2,10,1,9,0,10,0,6,2,7,1,9
1405,uchish,qo'nish,VERB,360,ant,high,1,9,0,10,0,9,0,9,0,9,0,9,1,10,0,10,0,9,1,10,3,6
1406,qotir,bo'shat,VERB,359,ant,high,2,5,0,6,0,7,0,7,0,6,2,0,1,6,1,5,0,7,8,8,1,9
1407,yaqinlashtir,uzoqlashtir,VERB,359,ant,high,0,9,0,9,0,8,9,10,2,8,2,8,1,10,0,10,0,9,2,5,1,9
1408,uzoqlash,yaqinlash,VERB,237,ant,high,0,9,0,8,1,9,1,10,0,9,0,2,1,9,0,10,0,10,2,7,1,9
1409,osonlashtir,qiyinlashtir,VERB,162,ant,high,0,9,0,8,1,8,0,9,1,9,1,9,1,10,0,10,0,9,2,7,1,9
1410,susaytir,kuchaytir,VERB,114,ant,high,1,7,1,9,0,7,0,8,1,9,0,2,1,6,0,7,0,9,2,7,1,8
1411,kichraytir,kattaytir,VERB,53,ant,high,2,10,0,9,0,9,0,9,0,9,0,8,1,6,0,10,0,8,2,7,1,9
1412,sekinlashtir,tezlashtir,VERB,51,ant,high,0,10,2,10,1,9,0,9,0,9,2,10,2,10,0,10,0,9,2,10,1,9
1413,urishtir,yarashtir,VERB,35,ant,med,0,8,0,9,0,8,0,7,1,8,0,8,1,10,1,10,0,6,2,7,1,9
