#,Word 1,Word 2,Pos,Frq,Type,Level,s1,r1,s2,r2,s3,r3,s4,r4,s5,r5,s6,r6,s7,r7,s8,r8,s9,r9,s10,r10,s11,r11,s12,r12
570,ko'rkamlashtir,obodonlashtir,VERB,20,syn,med,8,9,6,8,9,10,8,8,7,10,8,9,9,9,4,7,7,9,8,8,8,9,8,9
571,nizolash,janjallash,VERB,20,syn,med,4,7,8,9,7,9,7,8,9,8,9,9,8,9,6,9,4,6,6,7,7,8,9,9
572,chizdir,yozdir,VERB,19,syn,med,3,5,5,7,4,5,6,7,4,6,7,8,3,5,2,4,8,9,2,8,8,9,6,9
573,sayqalla,jilovla,VERB,19,syn,med,4,6,8,9,5,7,8,9,8,9,8,8,6,7,3,6,8,9,8,9,8,9,1,2
574,buzdir,vayron qil,VERB,17,syn,med,6,9,1,9,5,8,0,9,5,7,8,9,8,10,7,8,0,8,2,8,7,8,8,8
575,gapirtir,so'zlattir,VERB,17,syn,med,8,9,9,10,7,8,7,8,6,7,8,9,10,10,6,7,6,7,8,8,7,8,6,8
576,toraytir,kichraytir,VERB,17,syn,med,4,5,8,8,4,6,4,6,8,8,7,8,3,5,3,5,4,5,8,7,8,9,8,8
577,tamg'alan,muhrlan,VERB,12,syn,med,7,9,8,8,5,7,7,8,7,6,8,8,9,10,6,8,6,7,6,8,8,8,3,6
578,asabiylashtir,g'azablantir,VERB,11,syn,med,9,10,4,5,7,8,6,8,6,6,9,9,7,8,3,7,2,5,4,6,8,9,6,8
579,dumalat,aylantir,VERB,11,syn,med,4,6,7,8,7,8,9,9,6,7,8,9,6,8,6,8,7,8,6,8,8,9,4,6
580,ho'pla,ich,VERB,11,syn,med,3,6,9,10,5,8,4,6,4,8,7,7,4,6,4,8,4,7,6,7,7,8,7,8
581,saflan,tekislan,VERB,11,syn,med,4,6,7,9,8,8,8,8,4,5,7,9,6,7,4,7,4,5,9,8,7,8,6,8
582,uloqtir,otish,VERB,155,syn,high,6,8,5,7,6,7,7,9,6,8,8,9,7,9,6,8,4,6,8,7,7,9,4,8
583,an'ana,urf,NOUN,33,syn,med,4,8,8,9,8,8,9,10,9,8,8,9,8,10,4,7,6,7,8,8,8,9,8,9
584,yo'liqtir,uchrashtir,VERB,11,syn,med,2,5,7,8,8,8,3,5,5,7,8,8,2,5,3,7,2,6,8,9,8,9,8,9
585,o'shqir,qichqir,VERB,10,syn,med,8,9,7,8,7,8,6,7,5,6,8,9,10,10,4,7,4,6,8,8,8,9,3,6
586,o'qtal,qarat,VERB,9,syn,med,6,8,5,7,6,8,3,4,4,5,8,8,3,6,3,6,4,4,2,5,3,5,7,8
587,ovuntir,taskin ber,VERB,9,syn,med,4,7,7,8,7,8,8,9,8,9,8,9,7,9,7,9,9,9,8,9,8,9,7,9
588,bidirla,sezdir,VERB,8,syn,med,2,5,4,5,1,3,0,2,1,2,1,7,2,3,3,5,0,3,1,3,7,9,1,1
589,fahmlash,sezish,VERB,8,syn,med,4,6,6,7,6,7,4,6,5,7,9,10,8,9,3,5,4,7,8,8,7,9,8,9
590,shikastlantir,jarohatlantir,VERB,8,syn,med,6,9,9,10,7,8,5,6,8,9,8,8,9,10,7,9,9,9,8,8,8,9,8,9
591,yanglishtir,chalkashtir,VERB,8,syn,med,9,9,8,8,7,8,7,7,8,9,8,8,7,9,4,7,7,8,5,7,7,8,3,6
592,yuvintir,cho'miltir,VERB,8,syn,med,6,8,8,9,5,6,6,8,7,9,9,10,7,8,8,10,10,10,5,7,7,9,4,8
593,abstraktlashtir,mavhumlashtirish,VERB,7,syn,oov,9,9,8,9,9,9,8,8,9,10,7,7,9,9,9,10,9,10,0,2,7,8,6,6
594,o'rnashtir,joylashtir,VERB,7,syn,med,7,9,7,8,7,8,7,9,8,9,8,9,9,10,6,8,8,8,8,6,8,9,6,8
595,gumonsira,shubhalan,VERB,6,syn,med,9,9,8,8,8,8,8,9,9,10,9,10,9,10,9,10,9,9,8,8,8,9,9,9
596,valdira,aljira,VERB,6,syn,med,5,8,7,8,3,4,4,6,4,5,6,8,3,4,3,5,5,6,4,2,8,9,4,6
597,ayqash,chalkash,VERB,5,syn,low,9,10,7,7,7,7,7,7,6,8,7,8,4,5,7,7,6,7,2,8,7,8,6,8
598,chaqqonlash,tezlash,VERB,5,syn,low,7,9,8,8,7,8,7,8,6,8,7,8,7,5,5,8,6,9,8,8,7,8,8,9
599,faxmla,angla,VERB,5,syn,low,6,8,6,7,8,8,7,8,8,8,9,10,6,8,6,8,6,7,4,6,8,8,6,9
600,ifodalan,tasvirlan,VERB,5,syn,low,6,7,9,10,8,9,8,8,7,8,9,9,8,10,7,8,6,8,8,7,8,8,5,7
601,to'qnashtir,yo'liqtir,VERB,5,syn,low,2,3,6,8,5,5,3,4,8,9,7,7,4,5,2,4,3,5,7,8,8,9,3,6
602,yasantir,bezantir,VERB,5,syn,low,8,9,8,9,8,9,8,8,7,9,10,10,8,9,9,9,8,8,9,10,8,9,9,9
603,aynigan,achigan,VERB,4,syn,low,4,9,7,9,8,8,7,6,8,8,8,9,6,8,7,8,6,7,5,6,7,8,8,9
604,chanqa,suvsira,VERB,4,syn,low,9,9,10,10,9,10,9,10,9,10,8,8,7,8,9,10,9,9,8,6,8,8,6,8
605,suyuntir,quvontir,VERB,4,syn,low,9,10,8,10,9,9,9,10,8,9,9,9,9,10,10,10,8,8,8,8,7,8,7,9
606,taltaytir,erkalat,VERB,4,syn,low,6,8,9,9,8,8,8,8,8,9,7,8,10,10,6,7,9,9,7,8,8,9,3,9
607,topishtir,uchrashtir,VERB,4,syn,oov,2,5,4,6,4,5,4,7,4,5,8,9,1,5,3,6,1,3,0,2,8,9,3,5
608,hayalla,kechik,VERB,3,syn,low,4,6,7,8,6,7,6,7,6,8,8,8,5,7,3,7,3,6,8,8,8,9,8,8
609,mavjlantir,to'lqinlantir,VERB,3,syn,low,8,9,9,9,8,9,5,7,9,9,8,8,9,10,6,7,8,9,2,8,8,9,7,8
610,tayanib,asoslanib,VERB,3,syn,low,4,7,7,7,6,7,8,8,5,5,8,8,7,8,3,6,7,8,0,8,8,9,6,7
611,yumalat,dumalat,VERB,3,syn,low,6,8,8,9,6,8,7,8,6,7,8,10,7,8,6,9,3,5,8,9,8,8,6,7
612,bulg'at,tuzg'it,VERB,2,syn,low,9,9,6,7,6,7,5,6,6,7,7,6,7,8,3,6,3,5,2,8,7,8,8,8
613,chuvalashtir,chalkashtir,VERB,2,syn,low,5,7,7,8,7,8,8,9,8,7,8,9,8,9,7,9,8,9,8,6,8,8,8,9
614,ildamlat,jadallat,VERB,2,syn,low,6,9,8,9,8,8,6,7,6,8,9,9,8,9,6,7,3,6,9,7,8,8,6,8
615,jimirlat,seskantir,VERB,2,syn,low,7,8,6,6,6,7,3,6,2,5,7,8,4,6,6,8,6,7,5,4,7,8,7,8
616,kovlashtir,qazishtir,VERB,2,syn,low,8,8,4,6,4,7,6,7,9,9,8,8,8,9,5,8,4,6,5,7,8,9,7,8
617,mushtlash,janjallash,VERB,2,syn,low,3,7,8,9,7,8,6,8,8,8,7,8,4,7,4,7,3,5,6,8,7,8,5,8
618,ozaytir,kamaytir,VERB,2,syn,low,7,8,9,9,8,9,7,8,7,8,9,9,6,8,8,9,5,9,8,6,8,8,7,9
619,qidirtir,izlattir,VERB,2,syn,low,9,9,7,9,9,8,9,9,8,9,9,9,9,10,9,10,9,10,9,9,8,9,3,7
620,uymalash,to'plash,VERB,2,syn,low,3,6,4,6,6,8,6,7,6,8,5,7,7,9,6,7,7,8,3,6,7,9,6,6
621,xo'rlangan,kamsitilgan,VERB,2,syn,oov,9,9,7,8,8,9,9,9,8,8,8,9,3,5,8,10,4,5,9,8,8,9,7,8
622,zo'raytir,kuchaytir,VERB,2,syn,low,8,10,6,8,8,8,6,7,5,6,9,10,3,6,6,8,8,8,6,6,7,8,8,8
623,changallab,ushlab,VERB,1,syn,low,2,5,4,8,5,6,8,9,6,7,8,9,3,5,2,4,3,4,2,9,8,9,3,8
624,hayiqtir,cho'chit,VERB,1,syn,low,8,9,9,9,7,7,9,9,6,8,3,6,4,6,4,6,3,4,8,8,8,9,5,7
625,hurpaytir,chishirish,VERB,1,syn,low,4,5,8,8,7,8,7,7,6,7,2,8,4,6,3,5,4,4,3,5,7,8,4,6
626,inontir,ishontir,VERB,1,syn,low,9,9,10,10,9,9,10,10,8,8,9,9,9,10,9,10,8,9,8,7,7,8,9,9
627,ivirsit,to'zg'itish,VERB,1,syn,oov,8,9,9,10,4,6,7,8,6,6,7,7,8,9,4,7,3,5,4,6,7,8,3,8
628,kavshan,tamshan,VERB,1,syn,low,8,9,9,9,4,6,8,9,8,8,7,7,3,5,7,9,6,6,6,8,8,9,6,8
629,pichirlash,shivirlash,VERB,1,syn,low,6,10,9,10,7,9,8,9,6,9,7,8,10,10,8,9,6,10,4,9,8,9,8,9
630,qayishtir,egiltir,VERB,1,syn,low,8,9,9,9,6,7,7,8,5,6,7,8,7,8,6,8,4,6,6,8,8,9,8,8
631,sergaklan,xushyor bo'l,VERB,1,syn,low,5,9,7,7,7,8,5,7,7,8,8,9,7,8,9,10,9,9,5,8,7,8,8,9
632,so'zlashtir,suhbatlashtir,VERB,1,syn,low,7,9,9,10,7,9,7,8,6,7,7,8,5,9,6,9,7,9,6,10,8,9,2,6
633,yaraqlat,yaltirat,VERB,1,syn,low,8,9,7,9,8,9,6,8,8,10,8,9,7,9,6,8,6,10,2,8,7,8,8,8
634,ziynatlantir,bezantir,VERB,1,syn,low,4,6,8,8,7,8,9,9,6,8,9,10,9,9,5,7,8,8,8,8,8,8,8,9
635,yaqin,uzoq,ADJ,18342,ant,high,0,10,0,8,0,8,0,10,0,9,2,10,1,9,0,8,0,9,2,8,0,2,1,8
636,maxalliy,xorijiy,ADJ,7484,ant,oov2,1,7,1,8,1,9,0,7,1,6,1,9,1,9,0,6,0,6,2,6,0,2,1,9
637,bo'sh,to'la,ADJ,2378,ant,high,0,8,1,9,0,8,9,9,2,9,0,8,1,8,1,8,0,10,3,6,0,2,3,8
638,eski,yangi,ADJ,1786,ant,high,0,9,1,10,0,9,0,9,0,9,2,10,0,2,1,9,0,9,6,8,0,2,1,9
639,qimmatbaxo,arzon,ADJ,1155,ant,oov2,0,9,1,9,1,8,0,10,0,9,8,9,1,9,0,10,0,10,2,5,0,2,1,8
640,sovuq,issiq,ADJ,1030,ant,high,0,9,0,10,0,9,0,9,0,9,1,9,1,10,0,10,0,10,1,10,0,2,1,10
641,ko'hna,yangi,ADJ,863,ant,high,0,10,0,9,0,9,0,9,0,8,1,9,0,2,8,10,0,9,2,6,0,2,1,8
642,navqiron,nuroniy,ADJ,846,ant,high,1,8,0,9,0,7,1,8,0,7,0,8,2,2,1,5,0,7,2,9,0,2,3,6
643,uzun,qisqa,ADJ,830,ant,high,0,9,0,8,1,8,0,8,0,8,1,9,1,7,1,9,0,8,2,7,0,2,6,6
644,halol,harom,ADJ,781,ant,high,0,10,0,9,1,10,1,9,0,9,2,9,1,9,1,9,0,10,7,8,0,2,1,9
645,chap,o'ng,ADJ,728,ant,high,1,9,0,10,1,9,0,9,2,10,0,2,1,8,1,9,0,9,2,7,0,2,6,6
646,sodda,murakkab,ADJ,718,ant,high,2,7,1,9,0,8,0,9,0,9,1,9,0,10,1,7,0,6,0,8,0,2,3,6
647,vaqtincha,doimiy,ADJ,633,ant,high,4,9,0,8,1,7,1,8,0,7,1,5,1,6,1,7,0,5,2,9,0,2,4,8
648,jasur,qo'rqoq,ADJ,628,ant,high,0,9,1,8,0,9,0,9,0,9,2,10,1,9,0,8,0,9,2,7,0,2,1,9
649,gavjum,siyrak,ADJ,624,ant,high,0,8,0,9,0,9,1,9,0,7,2,10,0,7,1,9,0,8,2,7,0,2,3,8
650,tekis,egri,ADJ,402,ant,high,1,6,1,9,0,7,0,8,0,9,0,8,1,5,0,5,0,5,2,9,0,2,5,8
651,badavlat,miskin,ADJ,219,ant,high,0,8,0,9,0,8,0,6,2,8,2,9,0,0,1,9,1,6,1,1,0,2,1,8
652,yupqa,qalin,ADJ,177,ant,high,0,9,0,7,0,7,1,6,0,8,2,8,2,6,1,9,1,6,8,6,0,2,6,8
653,o'lik,tirik,ADJ,173,ant,high,2,9,0,10,0,10,0,10,0,9,0,2,1,9,0,10,0,10,8,6,0,2,1,9
654,hayoli,behayo,ADJ,169,ant,high,1,9,1,9,0,9,0,8,0,9,0,2,2,10,1,10,0,9,2,6,0,2,5,8
655,zerikarli,qiziqarli,ADJ,161,ant,high,0,9,0,9,2,8,0,9,0,9,1,8,1,10,0,10,0,9,2,8,0,2,1,9
656,harom,halol,ADJ,127,ant,high,0,10,0,10,0,10,0,10,0,10,1,9,1,10,3,10,0,10,1,10,0,2,6,8
657,kalta,uzun,ADJ,123,ant,high,1,9,1,10,0,9,0,9,0,8,1,9,0,8,1,7,1,8,2,8,0,2,1,9
658,notinch,osoyishta,ADJ,106,ant,high,1,10,1,10,0,8,0,8,0,9,1,9,1,8,0,8,0,10,3,8,0,2,1,9
659,nopok,pokiza,ADJ,97,ant,high,2,9,0,9,0,8,0,9,2,8,0,9,1,7,0,9,0,9,1,10,0,2,6,8
660,yaltiroq,xira,ADJ,93,ant,high,1,5,1,9,1,7,1,8,0,8,2,2,1,7,1,4,0,6,8,9,0,2,2,6
661,mayda,yirik,ADJ,87,ant,high,0,6,1,9,0,8,1,6,1,8,2,8,2,7,1,6,0,6,2,7,0,2,1,8
662,musbat,manfiy,ADJ,86,ant,high,1,9,0,9,0,10,1,9,1,9,2,2,0,10,0,9,1,9,2,9,0,2,1,9
663,nosoz,soz,ADJ,86,ant,high,1,6,1,8,0,6,1,9,0,9,1,9,2,10,1,9,0,10,6,4,0,1,1,8
664,saxiy,xasis,ADJ,85,ant,high,0,9,0,10,0,9,0,8,0,8,2,9,1,10,1,5,0,9,8,10,0,2,1,9
665,shaffof,xira,ADJ,85,ant,high,0,6,1,9,1,8,1,7,0,8,2,9,1,8,3,6,0,6,2,6,0,2,1,8
666,kamtar,manman,ADJ,83,ant,high,0,10,0,10,0,8,0,9,1,8,1,9,1,10,0,7,0,10,6,6,0,2,1,9
667,beshafqat,rahmdil,ADJ,61,ant,high,1,9,1,8,0,9,0,7,0,8,1,9,0,9,1,5,0,6,2,8,0,2,6,8
668,qo'rqoq,jasur,ADJ,58,ant,high,1,9,1,10,0,9,0,10,0,9,0,2,1,10,0,9,0,10,1,10,0,2,1,9
669,shohona,g'aribona,ADJ,46,ant,med,1,7,0,9,0,9,0,9,0,8,1,9,1,8,1,7,0,6,2,7,0,2,1,8
670,nimjon,kuchli,ADJ,33,ant,med,0,8,1,8,1,8,0,7,0,6,1,9,1,8,1,8,0,10,0,8,0,2,1,9
671,keraksiz,muhim,ADJ,29,ant,med,0,6,0,8,0,8,0,5,6,7,2,9,2,6,1,4,0,3,0,5,0,2,1,7
672,taqchil,yetarli,ADJ,29,ant,med,0,7,0,9,0,8,1,8,0,6,0,2,0,3,0,6,0,6,6,8,0,2,1,9
673,bexavotir,tashvishli,ADJ,24,ant,med,1,9,0,9,1,8,1,8,2,8,1,9,1,6,1,3,0,8,2,8,0,2,1,9
674,kamsuqum,kibrli,ADJ,24,ant,med,1,8,0,10,0,8,0,9,2,8,1,8,1,8,1,5,0,9,2,8,0,2,6,8
675,boshpanasiz,uyli,ADJ,23,ant,med,0,6,0,8,0,7,0,7,2,8,1,8,1,6,0,6,0,6,2,8,0,2,3,8
676,horg'in,tetik,ADJ,21,ant,med,1,9,1,9,1,8,1,9,0,9,2,10,2,8,0,8,0,8,2,6,0,2,1,8
677,harir,dag'al,ADJ,20,ant,med,1,10,9,9,0,9,0,7,0,9,2,8,2,7,0,4,0,6,2,8,0,2,2,2
678,mazali,bemaza,ADJ,19,ant,med,1,8,0,9,0,8,0,8,0,8,1,9,2,10,0,10,0,10,2,8,0,2,1,9
679,noinsof,insofli,ADJ,19,ant,med,0,9,1,9,1,8,0,8,0,9,1,9,2,10,9,10,0,10,8,6,0,2,1,9
680,odmi,oddiy,ADJ,19,ant,med,9,10,6,6,4,6,3,5,4,7,7,9,4,5,1,3,2,4,2,2,0,2,3,5
681,oriq,semiz,ADJ,19,ant,med,0,8,0,8,1,8,1,7,0,9,1,9,2,10,0,10,0,10,0,8,0,2,1,9
682,sadoqatli,bevafo,ADJ,19,ant,med,0,9,1,9,1,9,1,9,0,10,2,2,0,10,0,9,1,9,2,4,0,2,1,9
683,burro,kamgap,ADJ,18,ant,med,0,5,0,9,0,8,0,8,0,6,0,8,1,5,0,3,0,5,2,8,0,2,1,9
684,xotamtoy,xasis,ADJ,18,ant,oov2,0,9,0,9,0,9,0,8,0,8,1,9,1,7,0,7,0,6,2,8,0,2,3,8
685,sershovqin,tinch,ADJ,13,ant,med,1,8,0,8,0,8,1,8,0,9,1,9,1,5,1,4,0,8,8,9,0,2,0,9
686,sertashvish,betashvish,ADJ,13,ant,med,1,10,0,9,0,8,0,7,2,8,2,10,2,10,0,5,1,9,2,6,0,2,6,8
687,tayinli,betayin,ADJ,13,ant,med,4,9,1,8,1,8,0,7,0,7,1,9,1,10,0,9,0,8,2,6,0,2,3,8
688,beziyon,zararli,ADJ,12,ant,med,0,8,0,8,0,8,0,8,2,8,1,9,1,8,1,6,0,8,1,7,0,2,3,7
689,dardmand,salomat,ADJ,12,ant,med,0,8,0,8,0,9,0,8,2,8,0,2,1,9,1,10,0,8,6,8,0,2,1,10
690,keskir,o'tmas,ADJ,11,ant,med,0,9,0,8,1,8,1,9,0,8,0,2,1,9,1,7,1,10,2,8,0,2,1,9
691,mo'rt,mustahkam,ADJ,11,ant,med,2,8,0,7,1,9,1,7,1,9,1,8,1,6,1,7,2,6,2,6,0,2,1,8
692,paxlavon,qo'rqoq,ADJ,11,ant,med,1,9,0,9,1,7,0,7,0,9,0,2,1,7,0,7,1,6,2,6,0,2,1,9
693,yumuq,ochiq,ADJ,11,ant,med,0,9,0,9,0,8,2,8,2,8,1,9,1,10,0,10,0,8,2,8,0,2,3,6
694,berahm,rahmdil,ADJ,10,ant,med,1,9,0,8,1,8,0,8,0,9,2,9,1,9,1,10,0,9,2,7,0,2,6,8
695,zararsiz,zararli,ADJ,10,ant,med,1,9,1,7,1,8,0,9,0,9,1,9,2,9,0,10,0,10,2,6,0,2,2,9
696,adolatsiz,odil,ADJ,9,ant,med,0,8,1,9,0,9,0,8,0,9,1,9,2,10,0,9,0,10,8,6,0,2,1,9
697,aqlsiz,aqlli,ADJ,9,ant,med,0,9,0,9,1,8,0,10,2,8,0,2,1,10,0,10,0,9,2,8,0,2,4,6
698,arzimas,arzigulik,ADJ,9,ant,med,1,9,0,8,1,8,0,9,2,8,0,2,2,10,0,10,0,8,2,8,0,2,2,9
699,qayir,buk,VERB,3,syn,low,8,9,6,8,6,6,8,9,6,5,8,9,8,9,4,9,6,8,10,9,7,8,7,8
700,irg'at,otish,VERB,1,syn,low,4,7,5,7,6,9,8,8,6,7,8,9,8,9,4,6,3,5,5,7,8,8,6,8
701,xorijiy,mamlakat,ADJ,190,ant,oov2,0,7,1,9,1,6,1,8,0,6,1,9,0,2,0,7,1,6,6,8,0,2,3,7
702,to'zit,tayanib,VERB,3,ant,low,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,2,0,1,1,2,0,2,0,1
703,daroz,kalta,ADJ,9,ant,med,0,4,0,10,0,7,0,4,0,5,1,9,2,10,2,4,0,4,2,6,0,2,7,8
704,ezma,kamgap,ADJ,9,ant,med,0,6,0,9,1,7,0,8,1,7,2,9,1,4,0,7,0,6,4,7,0,2,1,6
705,totli,bemaza,ADJ,9,ant,med,0,7,0,8,1,8,0,7,0,7,2,10,2,10,2,8,0,8,8,8,0,2,1,8
706,hayosiz,iboli,ADJ,8,ant,med,3,9,0,9,0,8,1,9,1,9,1,9,2,9,0,9,0,9,8,2,0,2,1,9
707,uyushqoq,tarqoq,ADJ,8,ant,med,1,9,2,9,1,7,0,9,0,9,1,9,2,6,0,9,0,9,2,6,7,8,1,9
708,vaznli,yengil,ADJ,8,ant,med,4,9,1,8,2,6,3,5,3,6,2,7,3,5,2,6,2,4,3,6,0,2,3,6
709,besaranjom,tartibli,ADJ,7,ant,med,0,8,0,8,0,8,0,9,2,8,0,2,2,8,1,6,2,8,2,9,0,2,1,8
710,sernam,quruq,ADJ,7,ant,med,1,9,1,9,1,6,1,8,0,9,1,9,0,6,0,7,0,6,2,7,2,2,6,8
711,sustkash,xarakatchan,ADJ,7,ant,med,0,9,0,8,0,8,0,10,0,7,0,2,2,10,0,9,0,9,1,6,0,2,1,8
712,axloqsiz,odobli,ADJ,6,ant,med,0,7,0,9,1,8,0,7,2,8,2,9,0,2,0,10,0,7,2,6,0,2,1,9
713,beor,nomusli,ADJ,6,ant,med,0,8,2,9,1,7,0,9,1,9,2,9,0,2,0,10,0,10,0,2,0,2,1,8
714,gunohsiz,gunohkor,ADJ,1,ant,low,1,9,0,8,1,8,0,9,0,9,0,2,1,6,1,9,0,9,2,6,0,2,3,6
715,ishtiyoqsiz,qiziqqon,ADJ,1,ant,low,0,7,0,9,2,8,0,9,0,8,1,7,1,7,0,8,2,9,2,2,0,2,6,6
716,nosog',sog'lom,ADJ,1,ant,low,0,8,0,9,1,8,1,7,0,9,1,9,2,7,0,5,0,7,2,8,0,2,1,10
717,oriyatli,g'urursiz,ADJ,1,ant,low,1,7,0,9,0,7,1,7,0,7,0,2,1,9,0,10,0,8,1,10,0,2,1,8
718,orsiz,nomusli,ADJ,1,ant,low,0,8,1,8,1,7,0,9,2,8,2,2,2,10,0,6,2,9,2,7,0,2,1,9
719,qiltiriq,semiz,ADJ,1,ant,low,1,6,0,9,1,8,0,6,1,7,1,9,2,2,0,8,0,6,2,8,0,2,2,5
720,sabrsiz,sabrli,ADJ,1,ant,low,1,9,1,10,0,9,0,9,0,9,1,9,0,2,0,10,0,10,8,6,0,2,1,8
721,toqatli,sabrsiz,ADJ,1,ant,low,0,8,1,9,1,7,0,7,2,8,0,2,6,7,0,6,4,7,2,8,0,2,1,8
722,unumsiz,unumdor,ADJ,1,ant,low,1,9,1,9,0,9,2,8,0,9,0,2,1,9,0,9,0,8,2,7,0,2,1,9
723,uyatsiz,uyatchan,ADJ,1,ant,low,1,9,1,9,1,9,0,9,9,9,1,5,1,8,0,7,0,6,8,6,0,2,6,6
724,yangi,eski,ADJ,1,ant,low,0,9,1,9,0,8,0,8,0,8,1,9,2,10,0,10,0,9,8,8,0,2,1,9
725,ijobiy,salbiy,NOUN,4131,ant,high,0,9,2,9,1,8,0,10,1,9,2,9,1,10,0,10,0,10,2,7,0,2,1,9
726,boshlang'ich,oxirgi,NOUN,3175,ant,high,0,7,0,8,1,7,0,7,2,8,1,8,0,8,0,7,0,8,1,7,0,2,1,9
727,urush,tinchlik,NOUN,2998,ant,high,1,8,0,9,0,9,0,9,2,8,2,9,1,10,0,6,0,8,1,9,0,2,1,9
728,ajdod,avlod,NOUN,1982,ant,high,3,9,1,9,1,9,1,9,1,9,4,10,0,2,2,10,0,9,2,7,0,2,1,9
729,yoshlik,qarilik,NOUN,1640,ant,high,1,9,0,9,0,8,1,9,2,8,1,9,2,10,0,10,2,9,2,7,0,2,1,9
730,yaxshilash,yomonlash,NOUN,1560,ant,high,0,9,0,9,0,9,1,9,0,9,2,8,1,10,0,10,0,10,2,7,0,2,6,8
731,qiyinchilik,osonlik,NOUN,1505,ant,high,0,9,1,9,0,9,2,7,0,9,2,8,2,10,1,10,0,9,8,6,0,2,1,9
732,o'tmish,kelajak,NOUN,1476,ant,high,2,8,0,8,0,7,0,10,1,9,2,9,2,10,0,10,0,10,8,8,0,2,6,6
733,mag'lubiyat,g'alaba,NOUN,1383,ant,high,0,9,0,10,0,9,1,9,0,10,1,9,1,10,0,10,0,10,0,10,0,2,1,9
734,tushish,yuqorilash,NOUN,1337,ant,high,0,6,0,4,0,5,1,5,1,6,1,8,1,9,1,8,1,6,0,0,0,2,1,9
735,ajratish,birlashtirish,NOUN,1268,ant,high,1,8,0,8,1,7,2,8,1,9,1,9,2,10,1,7,0,8,2,6,0,2,1,9
736,xastalik,sog'lik,NOUN,1262,ant,high,0,9,0,10,0,8,0,9,0,8,1,9,0,2,0,9,0,6,1,9,0,2,1,8
737,sayyoh,qo'nim,NOUN,1231,ant,high,3,4,0,7,1,5,1,5,3,5,1,7,2,10,1,4,0,6,2,2,0,2,2,7
738,import,eksport,NOUN,1140,ant,high,0,10,0,10,2,9,2,8,0,9,1,9,1,10,0,10,0,10,8,6,0,2,6,6
739,ezgulik,razillik,NOUN,1096,ant,high,0,7,0,9,1,8,0,7,0,9,0,2,0,2,0,5,0,10,2,2,0,2,1,9
740,issiqlik,sovuqlik,NOUN,1089,ant,high,0,9,1,10,0,9,1,8,0,9,2,9,1,9,0,10,0,10,2,8,0,2,1,9
741,yuksalish,inqoroz,NOUN,1037,ant,high,0,9,0,9,1,7,1,8,2,8,2,9,1,10,2,6,0,7,2,5,0,2,1,8
742,zarurat,kerakmas,NOUN,985,ant,high,0,6,0,7,0,7,0,7,0,7,1,9,2,8,1,6,0,6,2,7,0,2,1,9
743,mezbon,mehmon,NOUN,966,ant,high,0,10,1,10,2,9,1,8,0,9,7,4,2,9,0,10,0,10,2,8,0,2,1,8
744,muvozanat,beqaror,NOUN,775,ant,high,1,7,1,8,1,8,0,3,1,8,8,8,2,10,1,7,0,6,6,5,0,2,1,8
745,insonparvarlik,zulm,NOUN,720,ant,high,1,3,0,9,1,3,6,7,0,6,2,9,6,7,0,6,1,3,0,6,0,2,1,7
746,tavallud,vafot,NOUN,706,ant,high,0,10,1,10,0,9,2,8,0,10,1,8,0,9,0,10,0,9,2,6,0,2,1,10
747,totuvlik,nizoli,NOUN,695,ant,high,1,8,0,6,0,8,0,9,0,7,2,8,1,6,1,6,0,6,1,8,0,2,1,9
748,rozilik,qarshilik,NOUN,673,ant,high,0,9,0,8,1,8,1,9,0,9,0,2,1,10,0,10,0,8,2,8,0,2,1,8
749,aniqlik,noaniqlik,NOUN,613,ant,high,0,9,0,10,0,9,0,8,0,9,1,8,1,8,0,10,0,9,2,6,0,2,1,9
750,yorug'lik,qorong'ulik,NOUN,576,ant,high,1,9,0,8,0,9,1,8,0,10,1,9,2,9,0,9,0,9,0,10,0,2,3,6
751,qariya,yosh,NOUN,545,ant,high,1,10,0,9,1,8,3,8,1,8,1,7,1,10,0,9,0,7,8,6,0,2,1,7
752,kengayish,torayish,NOUN,525,ant,high,1,9,0,9,2,8,2,7,0,8,2,9,1,9,0,10,0,7,2,8,0,2,1,9
753,mehnatkash,dangasa,NOUN,498,ant,high,1,9,1,9,1,7,0,8,0,8,1,9,1,4,1,6,0,4,2,6,0,2,1,9
754,pasayish,o'sish,NOUN,470,ant,high,1,9,0,9,0,9,0,9,0,9,0,8,0,8,0,10,0,8,1,9,0,2,6,8
755,yo'qotish,topish,NOUN,467,ant,high,1,10,1,9,1,8,0,9,0,9,2,9,1,7,0,10,2,9,2,8,0,2,5,7
756,tarqatuvchi,yig'uvchi,NOUN,440,ant,high,1,6,1,9,0,7,0,9,0,8,0,2,2,6,1,8,0,6,2,6,0,2,1,8
757,birikma,ajralma,NOUN,416,ant,high,8,8,0,9,0,8,0,6,2,8,1,7,2,6,1,8,0,8,6,6,0,2,6,6
758,tabassum,yig'lash,NOUN,404,ant,high,0,6,0,8,1,7,1,7,0,7,1,9,1,6,1,9,0,7,8,10,0,2,6,8
759,tugatish,boshlash,NOUN,401,ant,high,1,9,0,9,0,8,0,8,0,9,2,2,1,10,0,10,0,10,2,7,0,2,6,8
760,yomonlik,yaxshilik,NOUN,389,ant,high,1,9,0,8,0,9,1,9,2,8,0,2,1,10,0,10,2,10,2,8,0,2,1,8
