ID,Word-1,Word-2,Relation,POS,sim_avg,rel_avg,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
1178,sindirish,bo'laklash,syn,VERB,7.64,7.55,6,6,6,8,6,8,8,9,10,8,9,7,7,7,6,8,8,9,6,10,7,8
1179,maxkamlan,mustahkamlan,syn,VERB,8.36,7.18,10,9,10,9,10,9,6,6,7,8,8,6,9,6,6,6,9,7,7,6,8,9
1180,chigallashtir,murakkablashtir,syn,VERB,8.18,8.91,9,9,8,9,9,9,8,7,6,8,8,10,9,8,9,8,10,9,9,8,10,8
1181,zorlan,yolvor,syn,VERB,7.09,7.91,9,7,6,6,6,8,7,7,7,7,8,6,9,8,6,8,9,9,9,6,8,9
1182,qonunlashtir,rasmiylashtir,syn,VERB,7.18,7.64,8,6,6,6,8,6,9,6,9,9,6,8,8,6,8,6,8,9,8,7,8,8
1183,laqillat,alda,syn,VERB,7.82,8.55,10,8,9,6,8,8,10,6,7,6,8,10,8,8,7,8,9,10,9,8,8,9
1184,tinchit,o'ldir,syn,VERB,7.18,8.27,9,6,6,8,6,6,7,8,9,6,8,8,10,10,6,8,7,10,7,10,6,9
1185,ko'rkamlashtir,obodonlashtir,syn,VERB,8.00,8.73,8,6,9,8,7,8,9,10,7,8,8,9,8,10,8,10,9,9,7,9,8,9
1186,nizolash,janjallash,syn,VERB,7.64,8.18,8,8,7,7,9,9,8,6,7,6,9,7,9,9,8,8,9,9,9,6,7,9
1187,chizdir,yozdir,syn,VERB,8.09,7.73,10,10,9,6,7,7,8,10,8,8,6,7,7,9,7,6,8,7,8,9,8,9
1188,sayqalla,jilovla,syn,VERB,8.09,7.73,8,8,9,8,8,8,6,9,8,8,9,6,9,7,9,9,8,7,6,9,9,6
1189,buzdir,vayron qil,syn,VERB,7.91,8.45,8,8,7,6,9,8,8,7,9,9,8,9,9,8,9,7,9,10,8,8,8,8
1190,gapirtir,so'zlattir,syn,VERB,7.00,8.27,8,9,7,7,6,8,6,6,6,8,6,9,10,8,8,7,9,10,7,7,8,8
1191,toraytir,kichraytir,syn,VERB,8.09,7.55,8,8,9,10,8,7,7,10,6,8,8,8,8,6,6,8,8,8,7,9,7,8
1192,tamg'alan,muhrlan,syn,VERB,7.36,7.73,7,8,8,7,7,8,9,6,6,6,9,9,8,7,8,6,8,10,8,7,8,6
1193,asabiylashtir,g'azablantir,syn,VERB,7.45,7.82,9,8,7,6,6,9,7,8,8,8,6,10,7,8,8,6,9,8,7,9,6,8
1194,dumalat,aylantir,syn,VERB,6.82,7.73,6,7,7,9,6,8,6,6,7,6,7,6,8,8,9,7,9,8,8,8,8,6
1195,ho'pla,ich,syn,VERB,7.00,7.18,6,9,9,7,7,7,7,6,6,6,7,6,8,8,6,8,7,6,8,7,7,8
1196,saflan,tekislan,syn,VERB,7.18,7.64,6,7,8,8,7,7,6,7,8,9,6,6,9,8,8,8,9,7,7,6,8,8
1197,yo'liqtir,uchrashtir,syn,VERB,8.18,7.91,9,7,8,8,7,8,9,9,9,8,8,9,8,8,6,7,8,10,7,6,9,9
1198,o'shqir,qichqir,syn,VERB,7.82,7.64,8,7,7,6,10,8,10,6,8,8,8,9,8,8,7,6,9,10,7,6,8,6
1199,o'qtal,qarat,syn,VERB,8.09,7.36,6,10,6,7,7,8,10,9,9,10,7,8,7,8,7,9,8,6,6,6,8,8
1200,ovuntir,taskin ber,syn,VERB,7.73,8.64,9,7,7,8,8,8,7,7,9,8,7,7,8,8,9,9,9,9,9,9,9,9
1201,bidirla,sezdir,syn,VERB,7.64,7.55,7,10,8,6,8,8,6,9,7,9,6,10,6,6,6,8,7,10,6,6,8,10
1202,fahmlash,sezish,syn,VERB,6.82,7.36,7,6,6,6,5,9,8,6,6,8,8,6,7,7,6,7,9,9,6,7,8,9
1203,shikastlantir,jarohatlantir,syn,VERB,7.82,9.09,6,9,7,7,8,8,9,7,9,8,8,9,10,8,11,9,8,10,9,9,8,9
1204,yanglishtir,chalkashtir,syn,VERB,8.00,7.82,9,8,7,7,8,8,7,10,7,7,10,9,8,8,7,9,8,9,7,8,7,6
1205,yuvintir,cho'miltir,syn,VERB,7.91,8.45,6,8,9,6,7,9,7,8,10,10,7,8,9,6,8,9,10,8,10,10,7,8
1206,abstraktlashtir,mavhumlashtirish,syn,VERB,8.27,9.00,9,8,9,8,9,7,9,9,9,8,6,9,9,9,8,10,7,9,10,10,8,10
1207,o'rnashtir,joylashtir,syn,VERB,7.36,8.36,7,7,7,7,8,8,9,6,8,8,6,9,8,8,9,9,9,10,8,8,6,8
1208,gumonsira,shubhalan,syn,VERB,8.64,9.09,9,8,8,8,9,9,9,9,9,8,9,9,8,8,9,10,10,10,10,9,8,9
1209,valdira,aljira,syn,VERB,7.82,7.64,6,7,10,8,9,6,9,9,7,6,9,8,8,6,6,7,8,9,10,6,10,6
1210,ayqash,chalkash,syn,VERB,7.00,7.64,9,7,7,7,6,7,8,7,6,7,6,10,7,7,7,8,8,7,7,7,8,8
1211,chaqqonlash,tezlash,syn,VERB,7.09,8.45,7,8,7,7,6,7,7,7,6,8,8,9,8,8,8,8,8,10,8,9,8,9
1212,faxmla,angla,syn,VERB,6.91,7.91,6,6,8,7,8,9,6,6,6,8,6,8,7,8,8,8,10,8,8,7,6,9
1213,ifodalan,tasvirlan,syn,VERB,7.82,8.27,6,9,8,8,7,9,8,7,6,8,10,7,10,9,8,8,9,10,8,8,7,7
1214,to'qnashtir,yo'liqtir,syn,VERB,7.55,7.73,7,6,7,10,8,7,7,6,8,7,10,9,8,6,8,9,7,8,10,6,8,6
1215,yasantir,bezantir,syn,VERB,8.36,9.00,8,8,8,8,7,10,8,9,8,9,9,9,9,9,8,9,10,9,9,8,10,9
1216,aynigan,achigan,syn,VERB,7.64,7.91,9,7,8,7,8,8,6,7,6,10,8,9,9,8,6,8,9,8,8,7,6,9
1217,chanqa,suvsira,syn,VERB,8.45,9.36,9,10,9,9,9,8,7,9,9,8,6,9,10,10,10,10,8,8,10,9,11,8
1218,suyuntir,quvontir,syn,VERB,8.55,9.27,9,8,9,9,8,9,9,10,8,8,7,10,10,9,10,9,9,10,10,8,8,9
1219,taltaytir,erkalat,syn,VERB,7.64,8.45,6,9,8,8,8,7,10,6,9,7,6,8,9,8,8,9,8,10,7,9,8,9
1220,topishtir,uchrashtir,syn,VERB,7.64,7.00,6,8,6,7,9,8,9,9,8,6,8,7,6,7,7,7,9,6,6,8,8,6
1221,hayalla,kechik,syn,VERB,7.36,7.27,7,7,6,6,6,8,9,9,7,8,8,6,8,7,7,8,8,7,7,6,8,8
1222,mavjlantir,to'lqinlantir,syn,VERB,7.64,8.45,8,9,8,6,9,8,9,6,8,6,7,9,9,9,7,9,8,10,7,9,8,8
1223,qayir,buk,syn,VERB,7.00,8.36,8,6,6,8,6,8,8,6,6,8,7,9,8,6,9,8,9,9,9,8,9,8
1224,tayanib,asoslanib,syn,VERB,7.64,7.55,8,7,6,8,9,8,7,9,7,9,6,7,7,7,8,9,8,8,6,8,8,7
1225,to'zit,tayanib,ant,VERB,0.36,9.00,0,0,0,0,0,1,1,1,0,1,0,9,10,10,7,10,7,9,10,10,10,7
1226,yumalat,dumalat,syn,VERB,7.00,8.45,6,8,6,7,6,8,7,6,9,8,6,8,9,8,8,7,10,8,9,10,9,7
1227,bulg'at,tuzg'it,syn,VERB,7.00,7.09,9,6,6,7,6,7,7,9,6,6,8,9,7,7,6,7,6,8,6,6,8,8
1228,chuvalashtir,chalkashtir,syn,VERB,7.91,8.18,10,7,7,8,8,8,8,7,8,8,8,7,8,8,9,7,9,9,9,9,6,9
1229,ildamlat,jadallat,syn,VERB,7.27,7.91,6,8,8,6,6,9,8,6,8,9,6,9,9,8,7,8,9,9,7,6,7,8
1230,jimirlat,seskantir,syn,VERB,6.64,7.36,7,6,6,6,8,7,6,6,6,8,7,8,6,7,6,9,8,6,8,7,8,8
1231,kovlashtir,qazishtir,syn,VERB,8.00,7.55,8,9,8,6,9,8,8,7,10,8,7,8,6,7,7,9,8,9,8,6,7,8
1232,mushtlash,janjallash,syn,VERB,7.55,7.91,8,8,7,6,8,7,9,7,9,6,8,7,9,8,8,8,8,7,7,9,8,8
1233,ozaytir,kamaytir,syn,VERB,7.73,8.36,7,9,8,7,7,9,6,8,9,8,7,8,9,9,8,8,9,8,9,9,6,9
1234,qidirtir,izlattir,syn,VERB,8.82,9.00,9,7,9,9,8,9,9,9,9,9,10,9,9,8,9,9,9,10,10,10,9,7
1235,uymalash,to'plash,syn,VERB,6.82,7.09,7,8,6,6,6,7,7,6,7,9,6,6,6,8,7,8,7,9,7,8,6,6
1236,xo'rlangan,kamsitilgan,syn,VERB,8.18,8.36,9,7,8,9,8,8,8,8,9,9,7,9,8,9,9,8,9,6,10,8,8,8
1237,zo'raytir,kuchaytir,syn,VERB,7.18,7.73,8,6,8,6,7,9,7,6,8,6,8,10,8,8,7,6,10,6,8,8,6,8
1238,changallab,ushlab,syn,VERB,8.36,8.09,9,9,9,8,6,8,9,9,9,8,8,9,8,6,9,7,9,7,8,9,9,8
1239,hayiqtir,cho'chit,syn,VERB,8.36,7.55,8,9,7,9,6,9,9,9,9,8,9,9,9,7,9,8,6,6,6,8,8,7
1240,hurpaytir,chishirish,syn,VERB,8.18,6.82,10,8,7,7,6,7,10,10,7,9,9,6,8,8,7,7,8,6,6,7,6,6
1241,inontir,ishontir,syn,VERB,8.91,9.09,9,10,9,10,8,9,9,9,8,8,9,9,10,9,10,8,9,10,10,9,7,9
1242,irg'at,otish,syn,VERB,7.73,7.73,8,8,6,8,6,8,8,10,10,7,6,7,7,9,8,7,9,9,6,8,7,8
1243,ivirsit,to'zg'itish,syn,VERB,7.64,7.73,8,9,6,7,6,7,8,10,7,10,6,9,10,6,8,6,7,9,7,9,6,8
1244,kavshan,tamshan,syn,VERB,7.36,8.09,8,9,7,8,8,7,9,7,6,6,6,9,9,6,9,8,7,10,9,6,8,8
1245,pichirlash,shivirlash,syn,VERB,7.73,9.27,6,9,7,8,6,7,10,8,6,10,8,10,10,9,9,9,8,10,9,10,9,9
1246,qayishtir,egiltir,syn,VERB,7.18,7.73,8,9,6,7,6,7,7,6,9,6,8,9,9,7,8,6,8,8,8,6,8,8
1247,sergaklan,xushyor bo'l,syn,VERB,7.73,8.36,6,7,7,7,7,8,7,9,9,10,8,9,7,8,7,8,9,8,10,9,8,9
1248,so'zlashtir,suhbatlashtir,syn,VERB,6.91,8.73,7,9,7,7,6,7,6,6,7,6,8,9,10,9,8,7,8,9,9,9,10,8
1249,yaraqlat,yaltirat,syn,VERB,7.09,8.82,8,7,8,6,8,8,7,6,6,6,8,9,9,9,8,10,9,9,8,10,8,8
1250,ziynatlantir,bezantir,syn,VERB,7.91,8.18,8,8,7,9,6,9,9,7,8,8,8,6,8,8,9,8,10,9,7,8,8,9
1251,yaqin,uzoq,ant,ADJ,0.55,8.82,0,0,0,0,0,2,1,0,0,2,1,10,8,8,10,9,10,9,8,9,8,8
1252,maxalliy,xorijiy,ant,ADJ,0.82,7.45,1,1,1,0,1,1,1,0,0,2,1,7,8,9,7,6,9,9,6,6,6,9
1253,og'ir,yengilroq,ant,ADJ,1.18,8.18,2,0,1,0,0,1,3,2,0,2,2,6,9,8,9,9,8,9,9,9,6,8
1254,bo'sh,to'la,ant,ADJ,1.09,8.27,0,1,0,1,2,0,1,1,0,3,3,8,9,8,9,9,8,8,8,10,6,8
1255,eski,yangi,ant,ADJ,0.64,9.09,0,1,0,0,0,2,0,1,0,2,1,9,10,9,9,9,10,9,9,9,8,9
1256,qimmatbaxo,arzon,ant,ADJ,0.82,8.91,0,1,1,0,0,3,1,0,0,2,1,9,9,8,10,9,9,9,10,10,7,8
1257,sovuq,issiq,ant,ADJ,0.36,9.55,0,0,0,0,0,1,1,0,0,1,1,9,10,9,9,9,9,10,10,10,10,10
1258,ko'hna,yangi,ant,ADJ,0.45,8.91,0,0,0,0,0,1,0,1,0,2,1,10,9,9,9,8,9,7,10,9,10,8
1259,navqiron,nuroniy,ant,ADJ,0.91,7.82,1,0,0,1,0,0,2,1,0,2,3,8,9,7,8,7,8,10,7,7,9,6
1260,uzun,qisqa,ant,ADJ,0.64,7.91,0,0,1,0,0,1,1,1,0,2,1,9,8,8,8,8,9,7,9,8,7,6
1261,halol,harom,ant,ADJ,0.73,9.18,0,0,1,1,0,2,1,1,0,1,1,10,9,10,9,9,9,9,9,10,8,9
1262,chap,o'ng,ant,ADJ,0.73,9.09,1,0,1,0,2,0,1,1,0,2,0,9,10,9,9,10,9,8,9,9,7,11
1263,sodda,murakkab,ant,ADJ,0.73,8.00,2,1,0,0,0,1,0,1,0,0,3,7,9,8,9,9,9,10,7,6,8,6
1264,vaqtincha,doimiy,ant,ADJ,0.64,7.73,0,0,1,1,0,1,1,1,0,2,0,9,8,7,8,7,8,6,7,8,9,8
1265,jasur,qo'rqoq,ant,ADJ,0.64,8.73,0,1,0,0,0,2,1,0,0,2,1,9,8,9,9,9,10,9,8,9,7,9
1266,gavjum,siyrak,ant,ADJ,0.82,8.27,0,0,0,1,0,2,0,1,0,2,3,8,9,9,9,7,10,7,9,8,7,8
1267,tekis,egri,ant,ADJ,0.64,8.27,1,1,0,0,0,0,1,0,0,2,2,6,9,7,8,9,8,9,8,10,9,8
1268,badavlat,miskin,ant,ADJ,0.73,7.82,0,0,0,0,2,2,0,1,1,1,1,8,9,8,6,8,9,8,9,6,7,8
1269,xorijiy,mamlakat,ant,ADJ,1.00,7.55,0,1,1,1,0,1,0,0,1,3,3,7,9,6,8,6,9,10,7,6,8,7
1270,yupqa,qalin,ant,ADJ,0.64,7.27,0,0,0,1,0,2,2,1,1,0,0,9,7,7,6,8,8,6,9,6,6,8
1271,o'lik,tirik,ant,ADJ,0.45,9.45,2,0,0,0,0,0,1,0,0,1,1,9,10,10,10,9,7,9,10,10,11,9
1272,hayoli,behayo,ant,ADJ,0.64,9.00,1,1,0,0,0,0,2,1,0,2,0,9,9,9,8,9,7,10,10,9,11,8
1273,zerikarli,qiziqarli,ant,ADJ,0.64,8.91,0,0,2,0,0,1,1,0,0,2,1,9,9,8,9,9,8,10,10,9,8,9
1274,harom,halol,ant,ADJ,0.73,9.73,0,0,0,0,0,1,1,3,0,1,2,10,10,10,10,10,9,10,10,10,10,8
1275,kalta,uzun,ant,ADJ,0.73,8.55,1,1,0,0,0,1,0,1,1,2,1,9,10,9,9,8,9,8,7,8,8,9
1276,notinch,osoyishta,ant,ADJ,0.73,8.82,1,1,0,0,0,1,1,0,0,3,1,10,10,8,8,9,9,8,8,10,8,9
1277,nopok,pokiza,ant,ADJ,0.55,8.64,2,0,0,0,2,0,1,0,0,1,0,9,9,8,9,8,9,7,9,9,10,8
1278,yaltiroq,xira,ant,ADJ,1.18,7.91,1,1,1,1,0,2,1,1,0,3,2,9,9,7,8,8,10,7,8,6,9,6
1279,mayda,yirik,ant,ADJ,1.00,7.18,0,1,0,1,1,2,2,1,0,2,1,6,9,8,6,8,8,7,6,6,7,8
1280,musbat,manfiy,ant,ADJ,0.82,9.27,1,0,0,1,1,2,0,0,1,2,1,9,9,10,9,9,10,10,9,9,9,9
1281,nosoz,soz,ant,ADJ,0.91,9.09,1,1,0,1,0,1,2,1,0,2,1,7,8,11,9,9,9,10,9,10,10,8
1282,saxiy,xasis,ant,ADJ,0.64,8.91,0,0,0,0,0,2,1,1,0,2,1,9,10,9,8,8,9,10,7,9,10,9
1283,shaffof,xira,ant,ADJ,1.09,7.36,0,1,1,1,0,2,1,3,0,2,1,6,9,8,7,8,9,8,6,6,6,8
1284,kamtar,manman,ant,ADJ,0.55,8.82,0,0,0,0,1,1,1,0,0,2,1,10,10,8,9,8,9,10,7,10,7,9
1285,beshafqat,rahmdil,ant,ADJ,0.73,8.00,1,1,0,0,0,1,0,1,0,2,2,9,8,9,7,8,9,9,7,6,8,8
1286,qo'rqoq,jasur,ant,ADJ,0.45,9.36,1,1,0,0,0,0,1,0,0,1,1,9,10,9,10,9,8,10,9,10,10,9
1287,shohona,g'aribona,ant,ADJ,0.64,7.91,1,0,0,0,0,1,1,1,0,2,1,7,9,9,9,8,9,8,7,6,7,8
1288,nimjon,kuchli,ant,ADJ,0.55,8.09,0,1,1,0,0,1,1,1,0,0,1,8,8,8,7,6,9,8,8,10,8,9
1289,keraksiz,muhim,ant,ADJ,0.73,7.73,0,0,0,0,2,2,2,1,0,0,1,6,8,8,7,7,9,6,10,8,9,7
1290,taqchil,yetarli,ant,ADJ,0.18,7.64,0,0,0,1,0,0,0,0,0,0,1,7,9,8,8,6,10,7,6,6,8,9
1291,bexavotir,tashvishli,ant,ADJ,1.00,8.18,1,0,1,1,2,1,1,1,0,2,1,9,9,8,8,8,9,6,8,8,8,9
1292,kamsuqum,kibrli,ant,ADJ,0.82,8.45,1,0,0,0,2,1,1,1,0,2,1,8,10,8,9,8,8,8,9,9,8,8
1293,boshpanasiz,uyli,ant,ADJ,0.82,7.09,0,0,0,0,2,1,1,0,0,2,3,6,8,7,7,8,8,6,6,6,8,8
1294,horg'in,tetik,ant,ADJ,1.00,8.36,1,1,1,1,0,2,2,0,0,2,1,9,9,8,9,9,10,8,8,8,6,8
1295,harir,dag'al,ant,ADJ,1.00,8.09,1,2,0,0,0,2,2,0,0,2,2,10,9,9,7,9,8,7,9,6,8,7
1296,mazali,bemaza,ant,ADJ,0.64,8.82,1,0,0,0,0,1,2,0,0,2,1,8,9,8,8,8,9,10,10,10,8,9
1297,noinsof,insofli,ant,ADJ,0.91,9.00,0,1,1,0,0,1,2,2,0,2,1,9,9,8,8,9,9,10,10,10,8,9
1298,odmi,oddiy,ant,ADJ,2.64,8.36,3,1,4,3,4,2,4,1,2,2,3,10,6,6,9,7,9,8,9,10,10,8
1299,oriq,semiz,ant,ADJ,0.55,8.73,0,0,1,1,0,1,2,0,0,0,1,8,8,8,7,9,9,10,10,10,8,9
1300,sadoqatli,bevafo,ant,ADJ,0.82,8.82,0,1,1,1,0,2,0,0,1,2,1,9,9,9,9,10,7,10,9,9,7,9
1301,burro,kamgap,ant,ADJ,0.36,8.45,0,0,0,0,0,0,1,0,0,2,1,8,9,8,8,6,8,10,10,9,8,9
1302,xotamtoy,xasis,ant,ADJ,0.64,8.00,0,0,0,0,0,1,1,0,0,2,3,9,9,9,8,8,9,7,7,6,8,8
1303,sershovqin,tinch,ant,ADJ,0.64,8.45,1,0,0,1,0,1,1,1,0,2,0,8,8,8,8,9,9,10,7,8,9,9
1304,sertashvish,betashvish,ant,ADJ,0.91,8.45,1,0,0,0,2,2,2,0,1,2,0,10,9,8,7,8,10,10,8,9,6,8
1305,tayinli,betayin,ant,ADJ,1.00,8.09,2,1,1,0,0,1,1,0,0,2,3,9,8,8,7,7,9,10,9,8,6,8
1306,beziyon,zararli,ant,ADJ,0.82,7.73,0,0,0,0,2,1,1,1,0,1,3,8,8,8,8,8,9,8,6,8,7,7
1307,dardmand,salomat,ant,ADJ,0.55,8.64,0,0,0,0,2,0,1,1,0,1,1,8,8,9,8,8,9,9,10,8,8,10
1308,keskir,o'tmas,ant,ADJ,0.73,8.36,0,0,1,1,0,0,1,1,1,2,1,9,8,8,9,8,7,9,7,10,8,9
1309,mo'rt,mustahkam,ant,ADJ,1.18,7.36,2,0,1,1,1,1,1,1,2,2,1,8,7,9,7,9,8,6,7,6,6,8
1310,paxlavon,qo'rqoq,ant,ADJ,0.64,7.73,1,0,1,0,0,0,1,0,1,2,1,9,9,7,7,9,9,7,7,6,6,9
1311,yumuq,ochiq,ant,ADJ,1.00,8.45,0,0,0,2,2,1,1,0,0,2,3,9,9,8,8,8,9,10,10,8,8,6
1312,berahm,rahmdil,ant,ADJ,1.00,8.55,1,0,1,0,0,2,1,1,0,2,3,9,8,8,8,9,9,9,10,9,7,8
1313,zararsiz,zararli,ant,ADJ,0.91,8.73,1,1,1,0,0,1,2,0,0,2,2,9,7,8,9,9,9,9,10,10,7,9
1314,adolatsiz,odil,ant,ADJ,0.45,8.82,0,1,0,0,0,1,2,0,0,0,1,8,9,9,8,9,9,10,9,10,7,9
1315,aqlsiz,aqlli,ant,ADJ,0.82,8.73,0,0,1,0,2,0,1,0,0,2,3,9,9,8,10,8,7,10,10,9,8,8
1316,arzimas,arzigulik,ant,ADJ,0.91,8.82,1,0,1,0,2,0,2,0,0,2,2,9,8,8,9,8,10,10,10,8,8,9
1317,behol,bardam,ant,ADJ,1.36,8.82,1,1,1,1,1,2,3,1,0,3,1,9,9,9,9,8,10,8,9,7,10,9
1318,daroz,kalta,ant,ADJ,0.73,8.36,0,0,0,0,0,1,2,2,0,2,1,8,10,7,10,8,9,10,7,9,6,8
1319,ezma,kamgap,ant,ADJ,0.64,7.36,0,0,1,0,1,2,1,0,0,1,1,6,9,7,8,7,9,9,7,6,7,6
1320,totli,bemaza,ant,ADJ,0.73,8.09,0,0,1,0,0,2,2,2,0,0,1,7,8,8,7,7,10,10,8,8,8,8
1321,hayosiz,iboli,ant,ADJ,1.00,8.73,3,0,0,1,1,1,2,0,0,2,1,9,9,8,9,9,9,9,9,9,7,9
1322,uyushqoq,tarqoq,ant,ADJ,0.91,8.27,1,2,1,0,0,1,2,0,0,2,1,9,9,7,9,9,9,6,9,9,6,9
1323,vaznli,yengil,ant,ADJ,2.55,6.82,4,1,2,3,3,2,3,2,2,3,3,9,8,6,6,6,7,7,6,8,6,6
1324,besaranjom,tartibli,ant,ADJ,0.91,8.00,0,0,0,0,2,0,2,1,2,2,1,8,8,8,9,8,8,8,6,8,9,8
1325,sernam,quruq,ant,ADJ,0.82,7.64,1,1,1,1,0,1,0,0,0,2,2,9,9,6,8,9,9,6,7,6,7,8
1326,sustkash,xarakatchan,ant,ADJ,0.36,8.36,0,0,0,0,0,0,2,0,0,1,1,9,8,8,10,7,8,10,9,9,6,8
1327,axloqsiz,odobli,ant,ADJ,0.73,7.91,0,0,1,0,2,2,0,0,0,2,1,7,9,8,7,8,9,7,10,7,6,9
1328,beor,nomusli,ant,ADJ,0.64,9.00,0,2,1,0,1,2,0,0,0,0,1,8,9,7,9,9,9,10,10,10,10,8
1329,gunohsiz,gunohkor,ant,ADJ,0.82,7.91,1,0,1,0,0,0,1,1,0,2,3,9,8,8,9,9,8,6,9,9,6,6
1330,ishtiyoqsiz,qiziqqon,ant,ADJ,0.82,7.82,0,0,2,0,0,1,1,0,2,2,1,7,9,8,9,8,7,7,8,9,8,6
1331,nosog',sog'lom,ant,ADJ,0.73,8.36,0,0,1,1,0,1,2,0,0,2,1,8,9,8,7,9,9,7,10,7,8,10
1332,oriyatli,g'urursiz,ant,ADJ,0.45,8.09,1,0,0,1,0,0,1,0,0,1,1,7,9,7,7,7,7,9,10,8,10,8
1333,orsiz,nomusli,ant,ADJ,1.18,8.27,0,1,1,0,2,2,2,0,2,2,1,8,8,7,9,8,10,10,6,9,7,9
1334,qiltiriq,semiz,ant,ADJ,0.91,7.64,1,0,1,0,1,1,2,0,0,2,2,6,9,8,6,7,9,7,8,6,8,10
1335,sabrsiz,sabrli,ant,ADJ,0.64,9.27,1,1,0,0,0,1,0,0,0,3,1,9,10,9,9,9,9,10,10,10,9,8
1336,toqatli,sabrsiz,ant,ADJ,0.73,7.73,0,1,1,0,2,0,1,0,0,2,1,8,9,7,7,8,10,7,6,7,8,8
1337,unumsiz,unumdor,ant,ADJ,0.73,8.55,1,1,0,2,0,0,1,0,0,2,1,9,9,9,8,9,8,9,9,8,7,9
1338,uyatsiz,uyatchan,ant,ADJ,1.00,8.18,1,1,1,0,2,1,1,0,0,2,2,9,9,9,9,9,8,8,7,6,7,9
1339,yangi,eski,ant,ADJ,0.55,8.82,0,1,0,0,0,1,2,0,0,1,1,9,9,8,8,8,9,10,10,9,8,9
1340,ijobiy,salbiy,ant,NOUN,0.91,9.09,0,2,1,0,1,2,1,0,0,2,1,9,9,8,10,9,9,10,10,10,7,9
1341,boshlang'ich,oxirgi,ant,NOUN,0.55,7.64,0,0,1,0,2,1,0,0,0,1,1,7,8,7,7,8,8,8,7,8,7,9
1342,urush,tinchlik,ant,NOUN,0.73,8.82,1,0,0,0,2,2,1,0,0,1,1,8,9,9,9,8,9,10,9,8,9,9
1343,ajdod,avlod,ant,NOUN,1.09,9.09,3,1,1,1,1,0,0,2,0,2,1,9,9,9,9,9,10,10,10,9,7,9
1344,yoshlik,qarilik,ant,NOUN,1.09,8.82,1,0,0,1,2,1,2,0,2,2,1,9,9,8,9,8,9,10,10,9,7,9
1345,yaxshilash,yomonlash,ant,VERB,0.55,8.91,0,0,0,1,0,2,1,0,0,2,0,9,9,9,9,9,8,10,10,10,7,8
1346,qiyinchilik,osonlik,ant,NOUN,1.09,8.73,0,1,0,2,0,2,2,1,0,3,1,9,9,9,7,9,8,10,10,9,7,9
1347,o'tmish,kelajak,ant,NOUN,0.73,9.00,2,0,0,0,1,2,2,0,0,0,1,8,8,7,10,9,9,10,10,10,8,10
1348,mag'lubiyat,g'alaba,ant,NOUN,0.36,9.55,0,0,0,1,0,1,1,0,0,0,1,9,10,9,9,10,9,10,10,10,10,9
1349,tushish,yuqorilash,ant,VERB,0.64,7.82,0,0,0,1,1,1,1,1,1,0,1,6,9,9,8,6,8,9,8,6,8,9
1350,ajratish,birlashtirish,ant,VERB,1.09,8.09,1,0,1,2,1,1,2,1,0,2,1,8,8,7,8,9,9,10,7,8,6,9
1351,xastalik,sog'lik,ant,NOUN,0.27,8.45,0,0,0,0,0,1,0,0,0,1,1,9,10,8,9,8,9,8,9,6,9,8
1352,sayyoh,qo'nim,ant,NOUN,1.45,8.00,3,0,1,1,3,1,2,1,0,2,2,10,7,9,7,8,7,10,7,6,10,7
1353,import,eksport,ant,NOUN,0.91,9.36,0,0,2,2,0,1,1,0,0,2,2,10,10,9,8,9,9,10,10,10,11,7
1354,ezgulik,razillik,ant,NOUN,0.36,8.73,0,0,1,0,0,0,0,0,0,2,1,7,9,8,7,9,8,10,9,10,10,9
1355,issiqlik,sovuqlik,ant,NOUN,0.73,9.09,0,1,0,1,0,2,1,0,0,2,1,9,10,9,8,9,9,9,10,10,8,9
1356,yuksalish,inqoroz,ant,NOUN,1.09,8.09,0,0,1,1,2,2,1,2,0,2,1,9,9,7,8,8,9,10,6,7,8,8
1357,zarurat,kerakmas,ant,NOUN,0.64,7.18,0,0,0,0,0,1,2,1,0,2,1,6,7,7,7,7,9,8,6,6,7,9
1358,mezbon,mehmon,ant,NOUN,1.00,9.09,0,1,2,1,0,2,2,0,0,2,1,10,10,9,8,9,9,9,10,10,8,8
1359,muvozanat,beqaror,ant,NOUN,0.91,7.91,1,1,1,0,1,2,2,1,0,0,1,7,8,8,7,8,8,10,7,6,10,8
1360,insonparvarlik,zulm,ant,NOUN,0.73,7.55,1,0,1,0,0,2,2,0,1,0,1,8,9,10,7,6,9,7,6,8,6,7
1361,tavallud,vafot,ant,NOUN,0.64,9.27,0,1,0,2,0,1,0,0,0,2,1,10,10,9,8,10,8,9,10,9,9,10
1362,totuvlik,nizoli,ant,NOUN,0.64,7.36,1,0,0,0,0,2,1,1,0,1,1,8,6,8,9,7,8,6,6,6,8,9
1363,rozilik,qarshilik,ant,NOUN,0.55,8.73,0,0,1,1,0,0,1,0,0,2,1,9,8,8,9,9,9,10,10,8,8,8
1364,aniqlik,noaniqlik,ant,NOUN,0.45,8.91,0,0,0,0,0,1,1,0,0,2,1,9,10,9,8,9,8,8,10,9,9,9
1365,yorug'lik,qorong'ulik,ant,NOUN,0.73,9.09,1,0,0,1,0,1,2,0,0,0,3,9,8,9,8,10,9,9,9,9,10,10
1366,qariya,yosh,ant,NOUN,1.09,8.09,1,0,1,3,1,1,1,0,0,3,1,10,9,8,8,8,7,10,9,7,6,7
